place_name,sector,reviewer_name,rating,time,text,text_clean,sentiment,score,place_lat,place_lng
Krakatau Park Lampung,Hilltop Resort,Alfiyyah Aatikah,4,Diedit setahun lalu,"Tempatnya seru... Asik...
Tapi sayang untuk yg galeri Sains nya banyak mainan yang rusak, atau kurang penjagaan, jadi tidak di ada yg menjelaskan.
Beberapa pun sudah rusak.

Ada satu wahana permainan yg rusak kemarin tp so far untuk yang lain bagus

Dan untuk tempat jual makanan yg di bawah sangat2 membingungkan untuk transaksi nya, lebih baik di cafe atas dekat rainbow slide, disitu lebih enak.

Anak2 puas main disini, walaupun panas terik tetap happy","tempatnya seru    asik   
tapi sayang untuk yang galeri sains nya banyak mainan yang rusak  atau kurang penjagaan  jadi tidak di ada yang menjelaskan 
beberapa pun sudah rusak 

ada satu wahana permainan yang rusak kemarin tapi so far untuk yang lain bagus

dan untuk tempat jual makanan yang di bawah sangat2 membingungkan untuk transaksi nya  lebih baik di cafe atas dekat rainbow slide  disitu lebih enak 

anak2 puas main disini  walaupun panas terik tetap happy",Positif,0.9999440908,-5.8637357,105.7499126
Menara Siger Lampung,Hilltop Resort,Alfiandy Handoyo,4,2 minggu lalu,"Jaraknya dekat dengan pelabuhan baka paling 3-5 menit pakai angkot. kemarin saya sama rombongan ditawarin naik angkot dari dalam pelabuhan 20k per orang PP, entah kemahalan atau ndak yg jelas karena kesini pas ujan jd masih masuk akal. Mana bapaknya jg kooperatif ga minta dp segala, nganterin-jemput-baru bayar termasuk parkir keluar masuk pelabuhan dan retribusi/parkir di siger. Kalau ojek mungkin beda tarif
Langsung saja, jadi kesini karena cuma iseng dan jam 12 siang sehingga ga nemu apa² termasuk ga ada yang jualan. Tapi pas mau balik kayanya ada yang lagi bebersih tempat makan. Ada 3 lokasi makan yang bederet, saya sarankan yang paling ujung karena bisa melihat pelabuhan secara lebih luas dari ujung ke ujung. Pas mau masuk bangunan sigernya juga sedang di karantina karena habis ada event jadilah kesini hanya foto² saja. Kalau mau foto dengan latar pelabuhan dan laut, carilah bangunan yang paling ujung. Tapi kalau mau foto dengan latar belakang siger, lebih baik ke skybridge masjidnya","jaraknya dekat dengan pelabuhan baka paling 3 5 menit pakai angkot  kemarin saya sama rombongan ditawarin naik angkot dari dalam pelabuhan 20k per orang pp  entah kemahalan atau ndak yang jelas karena kesini pas ujan jd masih masuk akal  mana bapaknya jg kooperatif ga minta dp segala  nganterin jemput baru bayar termasuk parkir keluar masuk pelabuhan dan retribusi parkir di siger  kalau ojek mungkin beda tarif
langsung saja  jadi kesini karena cuma iseng dan jam 12 siang sehingga ga nemu apa² termasuk ga ada yang jualan  tapi pas mau balik kayanya ada yang lagi bebersih tempat makan  ada 3 lokasi makan yang bederet  saya sarankan yang paling ujung karena bisa melihat pelabuhan secara lebih luas dari ujung ke ujung  pas mau masuk bangunan sigernya juga sedang di karantina karena habis ada event jadilah kesini hanya foto² saja  kalau mau foto dengan latar pelabuhan dan laut  carilah bangunan yang paling ujung  tapi kalau mau foto dengan latar belakang siger  lebih baik ke skybridge masjidnya",Positif,0.9999576807,-5.8655007,105.7497282
Menara Siger Lampung,Hilltop Resort,Robani Alzawani,4,sebulan lalu,"""Under contruction""

Tempatnya bagus
Dekat dengan dermaga kapal ferry bakauheni
Bersebelahan dengan mesjid BSI
Dekat dengan Tol Sumatera.","under contruction 

tempatnya bagus
dekat dengan dermaga kapal ferry bakauheni
bersebelahan dengan mesjid bsi
dekat dengan tol sumatera",Positif,0.9999465942,-5.8655007,105.7497282
Menara Siger Lampung,Hilltop Resort,rizky pane,5,sebulan lalu,"Lokasi menara dekat pelabuhan bakauheni Lampung
Waktu kesana tidak bisa masuk karena masih d renovasi
Bisa foto2 dgn background menara segera dari masjid BSI.","lokasi menara dekat pelabuhan bakauheni lampung
waktu kesana tidak bisa masuk karena masih d renovasi
bisa foto2 dengan background menara segera dari masjid bsi",Positif,0.9989792109,-5.8655007,105.7497282
Menara Siger Lampung,Hilltop Resort,Dendi Rosandi,5,5 bulan lalu,"Ikon untuk provinsi Lampung, akan kamu temui saat pertama kali sampai ke daratan Lampung melalui jalur darat atau laut. Karena lokasinya persis berada di depan pelabuhan Bakauheni. Sangat megah saat melihatnya, lokasinya bersih, bisa menjadi tempat beristirahat karena ada masjid besar di dekatnya.",ikon untuk provinsi lampung  akan kamu temui saat pertama kali sampai ke daratan lampung melalui jalur darat atau laut  karena lokasinya persis berada di depan pelabuhan bakauheni  sangat megah saat melihatnya  lokasinya bersih  bisa menjadi tempat beristirahat karena ada masjid besar di dekatnya,Positif,0.9999625683,-5.8655007,105.7497282
Menara Siger Lampung,Hilltop Resort,eko wardoyo,4,4 minggu lalu,Spot yang menjanjikan untuk jadi tujuan wisata  favorit berikutnya. View yang indah meski masih butuh banyak polesan,spot yang menjanjikan untuk jadi tujuan wisata  favorit berikutnya  view yang indah meski masih butuh banyak polesan,Positif,0.9999676943,-5.8655007,105.7497282
Menara Siger Lampung,Hilltop Resort,Alifia Ramadhani,5,sebulan lalu,"Worth it buat di kunjungin, masjidnya, cafe dengan view langsung ke pelabuhan dan pulau pulau yang indah bangetttt.. kalo masuk jalan kaki sebelum jam 9 masuknya gratisss",worth it buat di kunjungin  masjidnya  cafe dengan view langsung ke pelabuhan dan pulau pulau yang indah bangetttt   kalo masuk jalan kaki sebelum jam 9 masuknya gratisss,Positif,0.9999688864,-5.8655007,105.7497282
Menara Siger Lampung,Hilltop Resort,Bubble Chie,5,sebulan lalu,"Sudah lama pengen kesini.
Alhamdulillah hari ini kesampaian.

Lumayan rame ketika libur.
Sayang menara sigernya masih tutup.
Tp terobati dengan pemandangan dari dalam masjid","sudah lama pengen kesini 
alhamdulillah hari ini kesampaian 

lumayan ramai ketika libur 
sayang menara sigernya masih tutup 
tapi terobati dengan pemandangan dari dalam masjid",Positif,0.9999680519,-5.8655007,105.7497282
Menara Siger Lampung,Hilltop Resort,Unila Triesma,5,6 bulan lalu,"Setelah turun kapal dari merak, tempat istirahat dan sholat yg nyaman, aman dan view cantik pelabuhan bakauheni. Siger park. Ikon nya propinsi Lampung. Bersih.  Nyaman. Parkir 10rb. Ada festival kuliner pas kita mampir.",setelah turun kapal dari merak  tempat istirahat dan sholat yang nyaman  aman dan view cantik pelabuhan bakauheni  siger park  ikon nya propinsi lampung  bersih   nyaman  parkir 10rb  ada festival kuliner pas kita mampir,Positif,0.9999682903,-5.8655007,105.7497282
Menara Siger Lampung,Hilltop Resort,Andri Saputra,5,2 bulan lalu,"Masuk kepelataran menara siger belum boleh masuk, view dari masjid bsi bagus pemandangan nya",masuk kepelataran menara siger belum boleh masuk  view dari masjid bsi bagus pemandangan nya,Positif,0.9999614954,-5.8655007,105.7497282
Menara Siger Lampung,Hilltop Resort,ladystia ayu,5,3 bulan lalu,"View nya bagus bisa lihat lalu lalang keluar masuk kapal"" Ke pelabuhan Bakauheni",view nya bagus bisa lihat lalu lalang keluar masuk kapal  ke pelabuhan bakauheni,Positif,0.9999581575,-5.8655007,105.7497282
Monumen Titik Nol Sumatera,Hilltop Resort,Bengkel las Rahmat,5,2 bulan lalu,Tempat res area rehat sejenak sambil nikmati pemandangan sebelum melanjutkan perjalanan ke pulau Sumatra atau penyebrangan ke pulau Jawa,tempat res area rehat sejenak sambil nikmati pemandangan sebelum melanjutkan perjalanan ke pulau sumatra atau penyebrangan ke pulau jawa,Positif,0.999943614,-5.8656688,105.7503705
Monumen Titik Nol Sumatera,Hilltop Resort,agus satriadi,4,Diedit 6 tahun lalu,"Monumen perjalanan awal dari sebelah selatan sumatera dimulai dari lampung ini, tepatnya di menara siger. Menara siger ini sangat kelihatan jelas ketika kita baru menginjakkan kaki di pelabuhan bakawheni, jarak dari pelabuhan lampung kurang lebih 3km. Ketika mencoba berlunjung ke tempat ini, pemandangan sangat indah ketika kita melihat ke arah pelabuhan merak, tapi ada satu kendala di menara siger ini, yaitu kurang terawatnya bangunan ini, padahal kalau dijadikan objek wisata, ini sangat cocok sekali. Mudah-mudahan dapat perhatian khusus dari pemda setempat.",monumen perjalanan awal dari sebelah selatan sumatera dimulai dari lampung ini  tepatnya di menara siger  menara siger ini sangat kelihatan jelas ketika kita baru menginjakkan kaki di pelabuhan bakawheni  jarak dari pelabuhan lampung kurang lebih 3km  ketika mencoba berlunjung ke tempat ini  pemandangan sangat indah ketika kita melihat ke arah pelabuhan merak  tapi ada satu kendala di menara siger ini  yaitu kurang terawatnya bangunan ini  padahal kalau dijadikan objek wisata  ini sangat cocok sekali  mudah mudahan dapat perhatian khusus dari pemda setempat,Positif,0.9999638796,-5.8656688,105.7503705
Monumen Titik Nol Sumatera,Hilltop Resort,Hasanudin Basri,5,6 tahun lalu,"Tempat ini masih satu kompleks dengan menara siger Lampung ya jadi sekalian mampir kalau main ke Lampung.

Selain itu menara siger juga merupakan Bangunan ikonik Lampung yang sangat sayang untuk dilewatkan, jadi agak rugi kalau naik travel gak bisa mampir kesini.

Jalan kaki dari pelabuhan Bakauheni juga dekat kok tinggal ikuti jalan raya terus ambil kanan. Oh ia kudu ekstra sabar ya sama mamang ojek atau calo lainnya, tolak secara halus agar tidak ada yang tersakiti 😀

Untuk biaya masuk ke menara siger Lampung sebesar Rp 5.000 per orang dan kita bebas jumpalitan ehh maksudnya mengeksplorasi sepuasnya. Utamakan kebersihan dari diri sendiri ya kawan.

Usahakan naik sampai atas dan nikmatilah pemandangan spektakuler yang hampir 360 derajat indahnya Indonesia 😉

Salam Serang Backpacker.","tempat ini masih satu kompleks dengan menara siger lampung ya jadi sekalian mampir kalau main ke lampung 

selain itu menara siger juga merupakan bangunan ikonik lampung yang sangat sayang untuk dilewatkan  jadi agak rugi kalau naik travel tidak bisa mampir kesini 

jalan kaki dari pelabuhan bakauheni juga dekat kok tinggal ikuti jalan raya terus ambil kanan  oh ia kudu ekstra sabar ya sama mamang ojek atau calo lainnya  tolak secara halus agar tidak ada yang tersakiti  

untuk biaya masuk ke menara siger lampung sebesar rp 5 000 per orang dan kita bebas jumpalitan ehh maksudnya mengeksplorasi sepuasnya  utamakan kebersihan dari diri sendiri ya kawan 

usahakan naik sampai atas dan nikmatilah pemandangan spektakuler yang hampir 360 derajat indahnya indonesia  

salam serang backpacker",Positif,0.9999638796,-5.8656688,105.7503705
Monumen Titik Nol Sumatera,Hilltop Resort,Ignatia Sudiarta,3,3 tahun lalu,Pintu masuknya jadi satu dengan Menara Siger. Posisinya tepat di belakang Menara. Sayang sekali catnya sudah lapuk dan semak-semak di sekitarnya lumayan tinggi jadj tak terlihat indah lagi.,pintu masuknya jadi satu dengan menara siger  posisinya tepat di belakang menara  sayang sekali catnya sudah lapuk dan semak semak di sekitarnya lumayan tinggi jadj tak terlihat indah lagi,Negatif,0.9989048243,-5.8656688,105.7503705
Monumen Titik Nol Sumatera,Hilltop Resort,Panggung sandiwara TIMMY,5,5 tahun lalu,NiCe viEw...kaPaL LaUt'a haRus Lebih ditinGkaTkan LaGi keBersiHan'a,nice view   kapal laut a harus lebih ditingkatkan lagi kebersihan a,Positif,0.9990708828,-5.8656688,105.7503705
Monumen Titik Nol Sumatera,Hilltop Resort,Allexkotosaiyo “Alex” Pedagang oto,5,4 bulan lalu,sangat menarik,sangat menarik,Positif,0.9999623299,-5.8656688,105.7503705
Monumen Titik Nol Sumatera,Hilltop Resort,Raditya Piknik95,5,4 tahun lalu,Suasana sangat indah view lautnya istimewa,suasana sangat indah view lautnya istimewa,Positif,0.9999661446,-5.8656688,105.7503705
Monumen Titik Nol Sumatera,Hilltop Resort,M. Faldi,5,setahun lalu,Mau tanya dong harga tiket untuk speda mtor brp yah kalau naik kapal dari pelabuhan merak ke bakauni,mau tanya dong harga tiket untuk speda mtor berapa yah kalau naik kapal dari pelabuhan merak ke bakauni,Netral,0.9998902082,-5.8656688,105.7503705
Monumen Titik Nol Sumatera,Hilltop Resort,Lis Dahniar Sumalatan,5,2 tahun lalu,"Viewnya gak pernah mengecewakan. Semoga selalu terjaga, dan gak berubah dalam segi keindahannya. Lama ngantrinya tergantung rame atau tidaknya sih",pemandangan tidak pernah mengecewakan  semoga selalu terjaga  dan tidak berubah dalam segi keindahannya  lama antre tergantung ramai atau tidaknya sih,Positif,0.9999580383,-5.8656688,105.7503705
Monumen Titik Nol Sumatera,Hilltop Resort,Dedy Heriyudi,3,6 tahun lalu,Titik nol.daerah lampung  adalah siger lampung. Gerbang utama untuk menuju daerah lampung,titik nol daerah lampung  adalah siger lampung  gerbang utama untuk menuju daerah lampung,Netral,0.9999051094,-5.8656688,105.7503705
D'PAWON.,Marina District,Eni Mariana,5,setahun lalu,"Mantap banget ayam bakar bekakak ikan gurme bakar nya
Pokokok nya nagih, fress semua. 👍👍","bagus banget ayam bakar bekakak ikan gurme bakar nya
pokokok nya nagih  fress semua",Positif,0.9999506474,-5.8685003,105.7473801
D'PAWON.,Marina District,Agus Sofyan,5,2 tahun lalu,"Tempat paling pojok tapi asik buat santai. Apa lagi yg sukan mancing.
Oya, ada"" meeting sit"" buat yg mau ada meeting","tempat paling pojok tapi asik buat santai  apa lagi yang sukan mancing 
oya  ada  meeting sit  buat yang mau ada meeting",Positif,0.9999638796,-5.8685003,105.7473801
D'PAWON.,Marina District,Resia Mardika,5,Diedit setahun lalu,"Ikan bakar n ayam bakarnya enak...
Sambel terasi nya mantul... 🤭","ikan bakar n ayam bakarnya enak   
sambel terasi nya mantul",Positif,0.999968648,-5.8685003,105.7473801
D'PAWON.,Marina District,qhoty dewi,5,setahun lalu,"Ke sana pas tutup, tapi mas nya tetap mau melayani. Gurame bakarnya mantab.
Minta no. Telp dong mas, biar bs pesan dlu lain waktu pas k sana. pengen nyoba menu yg lain 😁","ke sana pas tutup  tapi mas nya tetap mau melayani  gurame bakarnya mantab 
minta no  telp dong mas  biar bs pesan dlu lain waktu pas k sana  pengen nyoba menu yang lain",Positif,0.9919022918,-5.8685003,105.7473801
D'PAWON.,Marina District,DWI efendi,5,setahun lalu,"Ayam goreng dan ayam bakar nya enak, disajikan dengan rapi dan bersih.
Mas dan simbahnya sangat ramah.
Harganya cukup murah,
Minimum pemesanan 1 ekor ayam yang bisa untuk 4 orang.","ayam goreng dan ayam bakar nya enak  disajikan dengan rapi dan bersih 
mas dan simbahnya sangat ramah 
harganya cukup murah 
minimum pemesanan 1 ekor ayam yang bisa untuk 4 orang",Positif,0.9999679327,-5.8685003,105.7473801
D'PAWON.,Marina District,Indah Wati,5,setahun lalu,Mantaaap luar biasa' enaaak,mantaaap luar biasa  enaaak,Positif,0.9999630451,-5.8685003,105.7473801
D'PAWON.,Marina District,Zacharia Kriswanto,5,setahun lalu,Mantappp,mantappp,Positif,0.9999637604,-5.8685003,105.7473801
SRC TOKO AYU BAKAUHENI,Marina District,Asnawi Walet,5,9 bulan lalu,Semoga sukses,semoga sukses,Positif,0.9999444485,-5.8674338,105.7450755
SRC TOKO AYU BAKAUHENI,Marina District,Asnawi Walet,5,9 bulan lalu,Semoga sukses,semoga sukses,Positif,0.9999444485,-5.8674338,105.7450755
SRC TOKO AYU BAKAUHENI,Marina District,asnawi ilyas,5,setahun lalu,Semoga sukses,semoga sukses,Positif,0.9999444485,-5.8674338,105.7450755
SRC TOKO AYU BAKAUHENI,Marina District,asnawi ilyas,5,setahun lalu,Semoga sukses,semoga sukses,Positif,0.9999444485,-5.8674338,105.7450755
SRC TOKO AYU BAKAUHENI,Marina District,Rifaldy Saputra,5,7 tahun lalu,Tempat yang bagus,tempat yang bagus,Positif,0.9999660254,-5.8674338,105.7450755
